id,title,wards,point,createdOn,modifiedOn,titleNe,description,cause,verified,verificationMessage,approved,polygon,incidentOn,reportedOn,streetAddress,detail,needFollowup,region,regionId,dataSourceId,dataSource,source,event,hazard,loss,createdBy,updatedBy,hazard_name,month,year
43561,"Flood at Surunga Khola, Kankai Municipality-6",[6337],"{'type': 'Point', 'coordinates': [87.91738567, 26.61718739]}",2020-02-28T05:04:08.774126+05:45,2025-10-28T15:59:23.201294+05:45,,,,True,,True,,2019-07-10 18:15:00+00:00,2019-07-14T14:06:56+05:45,Surunga Khola,,False,,,43561,drr_api,nepal_police,,11,433543,,,flood,7,2019
43560,"Landslide at Bakpachang, Khotehang Rural Municipality-2",[950],"{'type': 'Point', 'coordinates': [86.90723513, 27.08785761]}",2020-02-28T05:04:08.826692+05:45,2025-10-28T15:59:23.218755+05:45,,,,True,,True,,2019-07-11 18:15:00+00:00,2019-07-13T07:39:08+05:45,Bakpachang,,False,,,43560,drr_api,nepal_police,,17,433544,,,landslide,7,2019
43559,"Landslide at Sidhababa, Tinau Rural Municipality-3",[5697],"{'type': 'Point', 'coordinates': [83.50899655, 27.74194234]}",2020-02-28T05:04:08.943063+05:45,2025-10-28T15:59:23.239399+05:45,,,,True,,True,,2019-07-10 18:15:00+00:00,2019-07-12T13:44:23+05:45,Sidhababa,,False,,,43559,drr_api,nepal_police,,17,433545,,,landslide,7,2019
43558,"Landslide at Jhowang, Annapurna Rural Municipality-5",[3859],"{'type': 'Point', 'coordinates': [83.78751583, 28.28974641]}",2020-02-28T05:04:09.002600+05:45,2025-10-28T15:59:23.260851+05:45,,,,True,,True,,2019-07-11 18:15:00+00:00,2019-07-12T13:43:41+05:45,Jhowang,,False,,,43558,drr_api,nepal_police,,17,433546,,,landslide,7,2019
43557,"Landslide at Deurali, Indrasarowar Rural Municipality-2",[2349],"{'type': 'Point', 'coordinates': [85.17540714, 27.58105973]}",2020-02-28T05:04:09.057853+05:45,2025-10-28T15:59:23.279202+05:45,,,,True,,True,,2019-07-11 18:15:00+00:00,2019-07-12T13:43:06+05:45,Deurali,,False,,,43557,drr_api,nepal_police,,17,433547,,,landslide,7,2019
73760,"Landslide at Baudi-Thiku , Gaumul Rural Municipality-1",[265],"{'type': 'Point', 'coordinates': [81.49045, 29.5579]}",2024-08-11T10:33:11.293988+05:45,2025-10-28T15:49:54.471314+05:45,"सुदुरपश्चिम, बाजुरा, गौमुल-१ मा पहिरो",,,True,,True,,2024-08-09 18:15:00+00:00,2024-08-11T11:21:56+05:45,Baudi-Thiku ,,False,,,69788,drr_api,other,,17,411506,,,landslide,8,2024
73717,"Flood at Dauthe Bagar Phoksenitar , Molung Rural Municipality-1",[1173],"{'type': 'Point', 'coordinates': [86.44629, 27.33592]}",2024-08-08T10:45:16.376540+05:45,2025-10-28T15:49:55.342303+05:45,"कोशी, ओखलढुङ्गा, मोलुङ-१ मा बाढी",,,True,,True,,2024-08-06 18:15:00+00:00,2024-08-08T11:44:07+05:45,Dauthe Bagar Phoksenitar ,,False,,,69751,drr_api,other,,11,411542,,,flood,8,2024
72472,"Landslide at Harise , Phedap Rural Municipality-3",[1831],"{'type': 'Point', 'coordinates': [87.5752, 27.13741]}",2024-06-28T16:45:13.923789+05:45,2025-10-28T15:50:25.803789+05:45,"कोशी, तेह्रथुम, फेदाप-३ मा पहिरो",,,True,,True,,2024-06-26 18:15:00+00:00,2024-06-28T17:29:24+05:45,Harise ,,False,,,68500,drr_api,other,,17,413047,,,landslide,6,2024
43756,"Flood at Surat, Sunwarshi Municipality-4",[5774],"{'type': 'Point', 'coordinates': [87.54039824, 26.50461265]}",2020-02-28T05:03:53.879902+05:45,2025-10-28T15:59:19.655414+05:45,,,,True,,True,,2019-07-15 18:15:00+00:00,2019-07-19T12:19:39+05:45,Surat,,False,,,43756,drr_api,nepal_police,,11,433388,,,flood,7,2019
48264,"Landslide at Aite, Lungri Rural Municipality-1",[5260],"{'type': 'Point', 'coordinates': [82.85830984, 28.28709897]}",2020-09-12T10:00:14.310991+05:45,2025-10-28T15:57:47.780134+05:45,,,,True,,True,,2020-09-11 18:15:00+00:00,2020-09-12T09:52:32+05:45,Aite,,False,,,48264,drr_api,nepal_police,,17,431312,,,landslide,9,2020
39108,Landslide at Mudkechula Rural Municipality-7,[5421],"{'type': 'Point', 'coordinates': [82.47659773, 29.0617219]}",2020-02-28T05:08:51.239429+05:45,2025-10-28T15:53:12.710087+05:45,,,,True,,True,,2018-08-05 18:15:00+00:00,2018-08-07T05:45:00+05:45,,,False,,,39108,drr_api,nepal_police,,17,420236,,,landslide,8,2018
39107,Landslide at Suryagadhi Rural Municipality-5,[3648],"{'type': 'Point', 'coordinates': [85.25126702, 27.91791362]}",2020-02-28T05:08:51.293768+05:45,2025-10-28T15:53:12.724371+05:45,,,,True,,True,,2018-08-05 18:15:00+00:00,2018-08-07T05:45:00+05:45,,,False,,,39107,drr_api,nepal_police,,17,420238,,,landslide,8,2018
39106,Landslide at Kakani Rural Municipality-4,[3659],"{'type': 'Point', 'coordinates': [85.22506981, 27.82215077]}",2020-02-28T05:08:51.342994+05:45,2025-10-28T15:53:12.739125+05:45,,,,True,,True,,2018-08-05 18:15:00+00:00,2018-08-07T05:45:00+05:45,,,False,,,39106,drr_api,nepal_police,,17,420239,,,landslide,8,2018
38503,Flood at Madhuwan Municipality-7,[4804],"{'type': 'Point', 'coordinates': [81.25883746, 28.27766536]}",2020-02-28T05:09:23.524664+05:45,2025-10-28T15:53:23.178518+05:45,,,,True,,True,,2018-07-01 18:15:00+00:00,2018-07-03T22:18:58+05:45,,,False,,,38503,drr_api,nepal_police,,11,420928,,,flood,7,2018
72343,"Landslide at Chitepani , Machhapuchchhre Rural Municipality-2",[3895],"{'type': 'Point', 'coordinates': [83.99007, 28.34628]}",2024-06-26T10:45:20.188085+05:45,2025-10-28T15:50:28.885885+05:45,"गण्डकी, कास्की, माछापुच्छ्रे-२ मा अन्य गैरप्राकृतिक विपद्",,,True,,True,,2024-06-25 18:15:00+00:00,2024-06-26T11:24:18+05:45,Chitepani ,,False,,,68368,drr_api,other,,17,413225,,,landslide,6,2024
38505,Flood at Bardaghat Municipality-3,[3575],"{'type': 'Point', 'coordinates': [83.77207256, 27.52844515]}",2020-02-28T05:09:23.417737+05:45,2025-10-28T15:53:23.148147+05:45,,,,True,,True,,2018-07-01 18:15:00+00:00,2018-07-03T22:24:05+05:45,,,False,,,38505,drr_api,nepal_police,,11,420926,,,flood,7,2018
43742,"Landslide at Gagate, Bhimphedi Rural Municipality-8",[2341],"{'type': 'Point', 'coordinates': [85.22413017, 27.49477174]}",2020-02-28T05:03:54.974055+05:45,2025-10-28T15:59:19.906868+05:45,,,,True,,True,,2019-07-14 18:15:00+00:00,2019-07-18T16:49:21+05:45,Gagate,,False,,,43742,drr_api,nepal_police,,17,26252,,,landslide,7,2019
43526,Flood at Deumai Municipality-4,[3355],"{'type': 'Point', 'coordinates': [87.82907664, 26.94235063]}",2020-02-28T05:04:10.931569+05:45,2025-10-28T15:59:23.828582+05:45,,,,True,,True,,2019-07-10 18:15:00+00:00,2019-07-12T11:54:11+05:45,,,False,,,43526,drr_api,nepal_police,,11,433571,,,flood,7,2019
43525,"Flood at Tuwakhola, Diprung Chuichumma Rural Municipality-4",[894],"{'type': 'Point', 'coordinates': [86.74561443, 27.07126593]}",2020-02-28T05:04:10.998861+05:45,2025-10-28T15:59:23.848116+05:45,,,,True,,True,,2019-07-10 18:15:00+00:00,2019-07-12T11:51:53+05:45,Tuwakhola,,False,,,43525,drr_api,nepal_police,,11,26463,,,flood,7,2019
43523,Landslide at Bhojpur Municipality-7,[387],"{'type': 'Point', 'coordinates': [87.0474401, 27.1638434]}",2020-02-28T05:04:11.130491+05:45,2025-10-28T15:59:23.890762+05:45,,,,True,,True,,2019-07-10 18:15:00+00:00,2019-07-12T11:49:19+05:45,,,False,,,43523,drr_api,nepal_police,,17,26465,,,landslide,7,2019
38313,Landslide at Aandhikhola Rural Municipality-5,[3009],"{'type': 'Point', 'coordinates': [83.83161118, 28.15699234]}",2020-02-28T05:09:32.347382+05:45,2025-10-28T15:53:26.624157+05:45,,,,True,,True,,2018-06-14 18:15:00+00:00,2018-06-15T09:45:00+05:45,,,False,,,38313,drr_api,nepal_police,,17,421179,,,landslide,6,2018
43522,"Landslide at Kalikatol, Aathrai Rural Municipality-4",[1830],"{'type': 'Point', 'coordinates': [87.68966331, 27.23566015]}",2020-02-28T05:04:11.196702+05:45,2025-10-28T15:59:23.909592+05:45,,,,True,,True,,2019-07-10 18:15:00+00:00,2019-07-12T11:48:30+05:45,Kalikatol,,False,,,43522,drr_api,nepal_police,,17,433572,,,landslide,7,2019
43520,"Landslide at Bhutuke, Mathagadhi Rural Municipality-1",[5692],"{'type': 'Point', 'coordinates': [83.63725694, 27.83835917]}",2020-02-28T05:04:11.312159+05:45,2025-10-28T15:59:23.947587+05:45,,,,True,,True,,2019-07-09 18:15:00+00:00,2019-07-11T13:18:08+05:45,Bhutuke,,False,,,43520,drr_api,nepal_police,,17,433573,,,landslide,7,2019
43518,Landslide at Anbukhaireni Rural Municipality-4,[2452],"{'type': 'Point', 'coordinates': [84.53424565, 27.85558127]}",2020-02-28T05:04:11.465287+05:45,2025-10-28T15:59:23.986843+05:45,,,,True,,True,,2019-07-09 18:15:00+00:00,2019-07-11T13:16:03+05:45,,,False,,,43518,drr_api,nepal_police,,17,433575,,,landslide,7,2019
43517,"Landslide at Naichal, Suryabinayak Municipality-8",[2433],"{'type': 'Point', 'coordinates': [85.43785166, 27.64583221]}",2020-02-28T05:04:11.527317+05:45,2025-10-28T15:59:24.003806+05:45,,,,True,,True,,2019-07-09 18:15:00+00:00,2019-07-11T13:15:11+05:45,Naichal,,False,,,43517,drr_api,nepal_police,,17,433576,,,landslide,7,2019
43512,Landslide at Bagmati Rural Municipality-3,[1954],"{'type': 'Point', 'coordinates': [85.29609276, 27.51082098]}",2020-02-28T05:04:11.868726+05:45,2025-10-28T15:59:24.324960+05:45,,,,True,,True,,2019-07-09 18:15:00+00:00,2019-07-11T12:45:31+05:45,,,False,,,43512,drr_api,nepal_police,,17,433578,,,landslide,7,2019
43511,"Landslide at Chepare, Indrasarowar Rural Municipality-2",[2349],"{'type': 'Point', 'coordinates': [85.17540714, 27.58105973]}",2020-02-28T05:04:11.927967+05:45,2025-10-28T15:59:24.342949+05:45,,,,True,,True,,2019-07-09 18:15:00+00:00,2019-07-11T12:32:50+05:45,Chepare,,False,,,43511,drr_api,nepal_police,,17,433579,,,landslide,7,2019
43510,"Flood at Jaruwa, Hetauda Submetropolitan City-1",[2331],"{'type': 'Point', 'coordinates': [85.02166264, 27.45795458]}",2020-02-28T05:04:11.980445+05:45,2025-10-28T15:59:24.360568+05:45,,,,True,,True,,2019-07-09 18:15:00+00:00,2019-07-11T12:17:17+05:45,Jaruwa,,False,,,43510,drr_api,other,,11,433580,,,flood,7,2019
73673,"Landslide at Bisauna , Resunga Municipality-14",[3239],"{'type': 'Point', 'coordinates': [83.31058, 28.09848]}",2024-08-06T14:01:10.766346+05:45,2025-10-28T15:49:56.543634+05:45,"लुम्बिनी, गुल्मी, रेसुङ्गा-१४ मा पहिरो",,,True,,True,,2024-08-05 18:15:00+00:00,2024-08-06T14:49:28+05:45,Bisauna ,,False,,,69702,drr_api,other,,17,411602,,,landslide,8,2024
43505,"Landslide at Ghaleganu, Kalika Rural Municipality-5",[1423],"{'type': 'Point', 'coordinates': [85.23113083, 27.99819542]}",2020-02-28T05:04:12.313905+05:45,2025-10-28T15:59:24.474267+05:45,,,,True,,True,,2019-07-04 18:15:00+00:00,2019-07-10T15:48:31+05:45,Ghaleganu,,False,,,43505,drr_api,other,,17,433582,,,landslide,7,2019
43507,"Landslide at Adursh, Mandavi Rural Municipality-5",[1389],"{'type': 'Point', 'coordinates': [82.81028816, 28.04305817]}",2020-02-28T05:04:12.165397+05:45,2025-10-28T15:59:24.426295+05:45,,,,True,,True,,2019-07-07 18:15:00+00:00,2019-07-11T12:12:26+05:45,Adursh,,False,,,43507,drr_api,other,,17,26481,,,landslide,7,2019
43501,"Landslide at Danaguithe, Annapurna Rural Municipality-3",[1130],"{'type': 'Point', 'coordinates': [83.61639972, 28.5414392]}",2020-02-28T05:04:12.577162+05:45,2025-10-28T15:59:24.560345+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-10T15:43:12+05:45,Danaguithe,,False,,,43501,drr_api,nepal_police,,17,433584,,,landslide,7,2019
43504,"Landslide at Batase Danda, Sandhikharka Municipality-7",[36],"{'type': 'Point', 'coordinates': [83.13483103, 27.92583357]}",2020-02-28T05:04:12.377809+05:45,2025-10-28T15:59:24.494152+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-10T15:47:29+05:45,Batase Danda,,False,,,43504,drr_api,nepal_police,,17,433583,,,landslide,7,2019
43503,"Flood at Badhuwa, Bansagadhi Municipality-7",[4830],"{'type': 'Point', 'coordinates': [81.44412175, 28.23205192]}",2020-02-28T05:04:12.440919+05:45,2025-10-28T15:59:24.513321+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-10T15:46:33+05:45,Badhuwa,,False,,,43503,drr_api,nepal_police,,11,26485,,,flood,7,2019
43500,"Landslide at Jitpur, Makawanpurgadhi Rural Municipality-2",[2351],"{'type': 'Point', 'coordinates': [85.14928372, 27.41847589]}",2020-02-28T05:04:12.634674+05:45,2025-10-28T15:59:24.577917+05:45,,,,True,,True,,2019-07-09 18:15:00+00:00,2019-07-10T15:42:25+05:45,Jitpur,,False,,,43500,drr_api,nepal_police,,17,433585,,,landslide,7,2019
43499,"Landslide at Chindepani, Rong Rural Municipality-3",[3302],"{'type': 'Point', 'coordinates': [88.07564385, 26.82561714]}",2020-02-28T05:04:12.705567+05:45,2025-10-28T15:59:24.597316+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-10T15:51:31+05:45,Chindepani,,False,,,43499,drr_api,other,,17,26489,,,landslide,7,2019
38229,"Landslide at Banphikot-7, Banfikot Rural Municipality-6",[1510],"{'type': 'Point', 'coordinates': [82.4604515634927, 28.7388378634818]}",2020-08-13T16:27:40.366288+05:45,2025-10-28T15:53:28.172106+05:45,,,,True,,True,,2018-06-05 18:15:00+00:00,2018-11-20T14:02:32+05:45,Banphikot-7,,False,,,38229,drr_api,other,,17,421281,,,landslide,6,2018
43728,"Landslide at Dillibagar, Rautamai Rural Municipality-8",[2758],"{'type': 'Point', 'coordinates': [86.63892704, 26.95191316]}",2020-02-28T05:03:56.087115+05:45,2025-10-28T15:59:20.163303+05:45,,,,True,,True,,2019-07-14 18:15:00+00:00,2019-08-04T11:10:41+05:45,Dillibagar,,False,,,43728,drr_api,nepal_police,,17,433410,,,landslide,7,2019
43497,"Flood at Beluwa, Bansagadhi Municipality-3",[4825],"{'type': 'Point', 'coordinates': [81.59390046, 28.2475442]}",2020-02-28T05:04:12.840847+05:45,2025-10-28T15:59:24.646548+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-10T13:11:43+05:45,Beluwa,,False,,,43497,drr_api,nepal_police,,11,433587,,,flood,7,2019
35130,Landslide at Machhapuchchhre Rural Municipality-2,[3895],"{'type': 'Point', 'coordinates': [83.99007, 28.34628]}",2020-02-28T05:17:20.341051+05:45,2025-10-28T15:54:22.622393+05:45,,,,True,,True,,2017-07-09 18:15:00+00:00,2017-07-10T00:00:00+05:45,,,False,,,35130,drr_api,nepal_police,,17,423625,,,landslide,7,2017
43496,"Flood at Raja Behati, Bansagadhi Municipality-2",[4868],"{'type': 'Point', 'coordinates': [81.58878759, 28.27554601]}",2020-02-28T05:04:12.906658+05:45,2025-10-28T15:59:24.666996+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-10T13:10:19+05:45,Raja Behati,,False,,,43496,drr_api,nepal_police,,11,433588,,,flood,7,2019
43494,Flood at Duduwa Rural Municipality-3,[2129],"{'type': 'Point', 'coordinates': [81.70715585, 28.04151212]}",2020-02-28T05:04:13.040714+05:45,2025-10-28T15:59:24.702770+05:45,,,,True,,True,,2019-07-07 18:15:00+00:00,2019-07-10T13:02:03+05:45,,,False,,,43494,drr_api,nepal_police,,11,433589,,,flood,7,2019
43493,"Landslide at Khahare Khola, Sarumarani Rural Municipality-4",[1401],"{'type': 'Point', 'coordinates': [82.83663031, 27.97909135]}",2020-02-28T05:04:13.099500+05:45,2025-10-28T15:59:24.753068+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-10T13:00:41+05:45,Khahare Khola,,False,,,43493,drr_api,nepal_police,,17,433590,,,landslide,7,2019
43490,"Flood at Chisapani, Baijanath Rural Municipality-1",[2160],"{'type': 'Point', 'coordinates': [81.68972871, 28.29632129]}",2020-02-28T05:04:13.301007+05:45,2025-10-28T15:59:24.809574+05:45,,,,True,,True,,2019-07-07 18:15:00+00:00,2019-07-09T15:55:27+05:45,Chisapani,,False,,,43490,drr_api,nepal_police,,11,26498,,,flood,7,2019
43488,"Landslide at Timure, Gosaikunda Rural Municipality-2",[1430],"{'type': 'Point', 'coordinates': [85.45901226, 28.28116996]}",2020-02-28T05:04:13.463293+05:45,2025-10-28T15:59:24.846744+05:45,,,,True,,True,,2019-07-07 18:15:00+00:00,2019-07-09T15:53:09+05:45,Timure,,False,,,43488,drr_api,nepal_police,,17,433593,,,landslide,7,2019
43487,"Landslide at Bhimphedi, Bhimphedi Rural Municipality-8",[2341],"{'type': 'Point', 'coordinates': [85.22413017, 27.49477174]}",2020-02-28T05:04:13.522949+05:45,2025-10-28T15:59:24.863240+05:45,,,,True,,True,,2019-07-07 18:15:00+00:00,2019-07-09T15:52:16+05:45,Bhimphedi,,False,,,43487,drr_api,nepal_police,,17,433594,,,landslide,7,2019
43485,"Landslide at Oselpa, Salpasilichho Rural Municipality-6",[335],"{'type': 'Point', 'coordinates': [86.98493874, 27.35226641]}",2020-02-28T05:04:13.582695+05:45,2025-10-28T15:59:24.898607+05:45,,,,True,,True,,2019-07-06 18:15:00+00:00,2019-07-09T15:49:58+05:45,Oselpa,,False,,,43485,drr_api,nepal_police,,17,26502,,,landslide,7,2019
43484,Landslide at Maijogmai Rural Municipality-1,[3321],"{'type': 'Point', 'coordinates': [88.03590811, 26.94751992]}",2020-02-28T05:04:13.648559+05:45,2025-10-28T15:59:24.916284+05:45,,,,True,,True,,2019-07-07 18:15:00+00:00,2019-07-09T15:48:06+05:45,,,False,,,43484,drr_api,nepal_police,,17,26503,,,landslide,7,2019
43483,Landslide at Suryodaya Municipality-10,[3328],"{'type': 'Point', 'coordinates': [88.05643283, 26.89798315]}",2020-02-28T05:04:13.721128+05:45,2025-10-28T15:59:24.934829+05:45,,,,True,,True,,2019-07-08 18:15:00+00:00,2019-07-09T15:45:01+05:45,,,False,,,43483,drr_api,other,,17,433596,,,landslide,7,2019
43482,Landslide at Falelung Rural Municipality-3,[1241],"{'type': 'Point', 'coordinates': [87.94642285, 27.20900864]}",2020-02-28T05:04:13.791113+05:45,2025-10-28T15:59:24.952245+05:45,,,,True,,True,,2019-07-07 18:15:00+00:00,2019-07-09T15:44:15+05:45,,,False,,,43482,drr_api,nepal_police,,17,433597,,,landslide,7,2019
35128,"Landslide at Bheri-3, Kuse Rural Municipality-7",[666],"{'type': 'Point', 'coordinates': [82.19935, 28.86981]}",2020-02-28T05:17:20.471420+05:45,2025-10-28T15:54:22.658601+05:45,,,,True,,True,,2017-07-09 18:15:00+00:00,2017-07-10T00:00:00+05:45,Bheri-3,,False,,,35128,drr_api,nepal_police,,17,423628,,,landslide,7,2017
73618,"Landslide at Kamidanda , Rolpa Municipality-10",[5206],"{'type': 'Point', 'coordinates': [82.65523, 28.32432]}",2024-08-03T08:01:10.517191+05:45,2025-10-28T15:49:57.796893+05:45,"लुम्बिनी, रोल्पा, रोल्पा-१० मा पहिरो",,,True,,True,,2024-08-01 18:15:00+00:00,2024-08-03T08:55:38+05:45,Kamidanda ,,False,,,69648,drr_api,other,,17,411660,,,landslide,8,2024
73565,"Flood at Langkhuwa , Bhojpur Municipality-11",[317],"{'type': 'Point', 'coordinates': [87.09084, 27.17377]}",2024-08-01T11:01:10.558537+05:45,2025-10-28T15:49:59.031379+05:45,"कोशी, भोजपुर, भोजपुर-११ मा बाढी",,,True,,True,,2024-07-31 18:15:00+00:00,2024-08-01T12:02:18+05:45,Langkhuwa ,,False,,,69598,drr_api,other,,11,314019,,,flood,7,2024
43719,Landslide at Sangurigadhi Rural Municipality-2,[466],"{'type': 'Point', 'coordinates': [87.35752474, 26.91812656]}",2020-02-28T05:03:56.853129+05:45,2025-10-28T15:59:20.329840+05:45,,,,True,,True,,2019-07-14 18:15:00+00:00,2019-07-17T16:17:33+05:45,,,False,,,43719,drr_api,nepal_police,,17,26275,,,landslide,7,2019
43475,"Landslide at Manebhanjyang, Suryodaya Municipality-1",[3296],"{'type': 'Point', 'coordinates': [88.08515726, 26.97050847]}",2020-02-28T05:04:14.271597+05:45,2025-10-28T15:59:25.071476+05:45,,,,True,,True,,2019-07-06 18:15:00+00:00,2019-07-09T15:35:05+05:45,Manebhanjyang,,False,,,43475,drr_api,other,,17,26512,,,landslide,7,2019
43471,"Landslide at Aaryathan, Ribdikot Rural Municipality-8",[5726],"{'type': 'Point', 'coordinates': [83.38574207, 27.83384128]}",2020-02-28T05:04:14.514311+05:45,2025-10-28T15:59:25.147759+05:45,,,,True,,True,,2019-07-06 18:15:00+00:00,2019-07-08T12:47:32+05:45,Aaryathan,,False,,,43471,drr_api,nepal_police,,17,433602,,,landslide,7,2019
43466,Flood at Bhotekoshi Rural Municipality-5,[2928],"{'type': 'Point', 'coordinates': [85.94270238, 27.84779054]}",2020-02-28T05:04:14.850178+05:45,2025-10-28T15:59:25.236612+05:45,,,,True,,True,,2019-07-05 18:15:00+00:00,2019-07-08T12:40:23+05:45,,,False,,,43466,drr_api,nepal_police,,11,433605,,,flood,7,2019
43463,Landslide at Dordi Rural Municipality-3,[1003],"{'type': 'Point', 'coordinates': [84.46996474, 28.18503902]}",2020-02-28T05:04:15.065727+05:45,2025-10-28T15:59:25.287614+05:45,,,,True,,True,,2019-07-05 18:15:00+00:00,2019-07-07T16:09:56+05:45,,,False,,,43463,drr_api,nepal_police,,17,433607,,,landslide,7,2019
43462,Landslide at Marsyangdi Rural Municipality-3,[1023],"{'type': 'Point', 'coordinates': [84.3268337, 28.36927197]}",2020-02-28T05:04:15.125235+05:45,2025-10-28T15:59:25.304677+05:45,,,,True,,True,,2019-07-05 18:15:00+00:00,2019-07-07T16:06:53+05:45,,,False,,,43462,drr_api,nepal_police,,17,433608,,,landslide,7,2019
35127,Flood at Mathagadhi Rural Municipality-1,[5692],"{'type': 'Point', 'coordinates': [83.63419, 27.82173]}",2020-02-28T05:17:20.569306+05:45,2025-10-28T15:54:22.676349+05:45,,,,True,,True,,2017-07-09 18:15:00+00:00,2017-07-21T11:48:41+05:45,,,False,,,35127,drr_api,nepal_police,,11,423630,,,flood,7,2017
43710,"Flood at Sirsiya, Birgunj Metropolitan City-25",[4950],"{'type': 'Point', 'coordinates': [84.8565501, 27.01907188]}",2020-02-28T05:03:57.676045+05:45,2025-10-28T15:59:20.486143+05:45,,,,True,,True,,2019-07-13 18:15:00+00:00,2019-07-21T15:35:22+05:45,Sirsiya,,False,,,43710,drr_api,nepal_police,,11,433422,,,flood,7,2019
43450,"Landslide at Shreechaur, Marsyangdi Rural Municipality-4",[1024],"{'type': 'Point', 'coordinates': [84.36003084, 28.40683211]}",2020-02-28T05:04:16.090410+05:45,2025-10-28T15:59:25.511896+05:45,,,,True,,True,,2019-07-05 18:15:00+00:00,2019-07-07T13:11:00+05:45,Shreechaur,,False,,,43450,drr_api,nepal_police,,17,433615,,,landslide,7,2019
43448,"Landslide at Dobilla, Kushma Municipality-8",[1299],"{'type': 'Point', 'coordinates': [83.70661985, 28.2359891]}",2020-02-28T05:04:16.177477+05:45,2025-10-28T15:59:25.527087+05:45,,,,True,,True,,2019-07-05 18:15:00+00:00,2019-07-07T13:08:40+05:45,Dobilla,,False,,,43448,drr_api,nepal_police,,17,433616,,,landslide,7,2019
43446,Flood at Jugal Rural Municipality-2,[2899],"{'type': 'Point', 'coordinates': [85.75018747, 27.92278498]}",2020-02-28T05:04:16.481317+05:45,2025-10-28T15:59:25.562617+05:45,,,,True,,True,,2019-07-04 18:15:00+00:00,2019-07-07T13:06:12+05:45,,,False,,,43446,drr_api,nepal_police,,11,26539,,,flood,7,2019
43445,"Flood at Darame, Suryagadhi Rural Municipality-4",[3655],"{'type': 'Point', 'coordinates': [85.24226386, 27.93208277]}",2020-02-28T05:04:16.649940+05:45,2025-10-28T15:59:25.583393+05:45,,,,True,,True,,2019-07-04 18:15:00+00:00,2019-07-07T13:02:47+05:45,Darame,,False,,,43445,drr_api,nepal_police,,11,26540,,,flood,7,2019
38923,Landslide at Gaumul Rural Municipality-1,[265],"{'type': 'Point', 'coordinates': [81.49045, 29.5579]}",2020-02-28T05:14:35.006988+05:45,2025-10-28T15:53:15.886495+05:45,,,,True,,True,,2018-07-28 18:15:00+00:00,2018-07-31T05:45:00+05:45,,,False,,,38923,drr_api,other,,17,420388,,,landslide,7,2018
35125,"Landslide at Chinikot- 4, Simkot Rural Municipality-3",[5125],"{'type': 'Point', 'coordinates': [81.88546, 30.02618]}",2020-02-28T05:17:20.818689+05:45,2025-10-28T15:54:22.725055+05:45,,,,True,,True,,2017-07-08 18:15:00+00:00,2017-07-09T00:00:00+05:45,Chinikot- 4,,False,,,35125,drr_api,nepal_police,,17,423632,,,landslide,7,2017
43698,Landslide at Likhupike Rural Municipality-2,[1711],"{'type': 'Point', 'coordinates': [86.41801019, 27.51847197]}",2020-02-28T05:03:58.479708+05:45,2025-10-28T15:59:20.680943+05:45,,,,True,,True,,2019-07-13 18:15:00+00:00,2019-07-17T14:08:44+05:45,,,False,,,43698,drr_api,nepal_police,,17,433429,,,landslide,7,2019
43438,"Flood at Ghatekhola, Tadi Rural Municipality-2",[3678],"{'type': 'Point', 'coordinates': [85.34588844, 27.94685944]}",2020-02-28T05:04:17.124341+05:45,2025-10-28T15:59:25.693645+05:45,,,,True,,True,,2019-07-03 18:15:00+00:00,2019-07-07T12:52:53+05:45,Ghatekhola,,False,,,43438,drr_api,nepal_police,,11,433620,,,flood,7,2019
43674,"Flood at Uttarbaneni, Ganeshman Charnath Municipality-5",[6516],"{'type': 'Point', 'coordinates': [86.13453474, 26.95816863]}",2020-02-28T05:04:00.241014+05:45,2025-10-28T15:59:21.091891+05:45,,,,True,,True,,2019-07-12 18:15:00+00:00,2019-07-18T12:02:27+05:45,Uttarbaneni,,False,,,43674,drr_api,nepal_police,,11,433448,,,flood,7,2019
43432,"Landslide at Arkhalbesi, Marsyangdi Rural Municipality-3",[1023],"{'type': 'Point', 'coordinates': [84.3268337, 28.36927197]}",2020-02-28T05:04:17.562802+05:45,2025-10-28T15:59:25.816509+05:45,,,,True,,True,,2019-07-04 18:15:00+00:00,2019-07-05T13:19:38+05:45,Arkhalbesi,,False,,,43432,drr_api,nepal_police,,17,433624,,,landslide,7,2019
43429,"Flood at Gumchet, Kalika Rural Municipality-5",[1423],"{'type': 'Point', 'coordinates': [85.23113083, 27.99819542]}",2020-02-28T05:04:17.929818+05:45,2025-10-28T15:59:25.869281+05:45,,,,True,,True,,2019-07-03 18:15:00+00:00,2019-07-05T13:16:19+05:45,Gumchet,,False,,,43429,drr_api,nepal_police,,11,433626,,,flood,7,2019
